"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,13874C,CME ,00,138 ,   69326,   53375,   62526,       0,   12716,    1211,       0,    1915,    4569,       0,       0,       0,       0,   68006,   68306,    1320,    1020,    -248,     305,   -1269,       0,   -1496,    1211,       0,    1058,     252,       0,       0,       0,       0,    -133,     194,    -115,    -442,  100.0,   77.0,   90.2,    0.0,   18.3,    1.7,    0.0,    2.8,    6.6,    0.0,    0.0,    0.0,    0.0,   98.1,   98.5,    1.9,    1.5,     34,     10,     11,      0,      6,.,      0,.,.,      0,      0,      0,      0,     18,     16,    66.0,    72.6,    88.6,    92.8,    66.0,    72.6,    88.6,    92.8,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,13874C,CME ,00,138 ,   69574,   53070,   63795,       0,   14212,       0,       0,     857,    4317,       0,       0,       0,       0,   68139,   68112,    1435,    1462,    1716,     656,    3721,       0,     947,       0,       0,      35,   -1904,       0,       0,       0,       0,    1638,    1817,      78,    -101,  100.0,   76.3,   91.7,    0.0,   20.4,    0.0,    0.0,    1.2,    6.2,    0.0,    0.0,    0.0,    0.0,   97.9,   97.9,    2.1,    2.1,     31,     10,     11,      0,      7,      0,      0,.,.,      0,      0,      0,      0,     18,     13,    65.8,    72.0,    88.3,    91.9,    65.8,    72.0,    88.3,    91.9,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,13874C,CME ,00,138 ,   67858,   52414,   60074,       0,   13265,       0,       0,     822,    6221,       0,       0,       0,       0,   66501,   66295,    1357,    1563,    1733,    -215,    2647,       0,    1909,       0,       0,       0,    -627,       0,       0,       0,       0,    1694,    2020,      39,    -287,  100.0,   77.2,   88.5,    0.0,   19.5,    0.0,    0.0,    1.2,    9.2,    0.0,    0.0,    0.0,    0.0,   98.0,   97.7,    2.0,    2.3,     33,     10,     11,      0,      7,      0,      0,.,      4,      0,      0,      0,      0,     18,     15,    66.4,    71.6,    89.1,    90.2,    66.4,    71.6,    89.1,    90.2,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,13874C,CME ,00,138 ,   66125,   52629,   57427,       0,   11356,       0,       0,     822,    6848,       0,       0,       0,       0,   64807,   64275,    1318,    1850,   -1617,      71,    -123,       0,      13,   -2001,       0,   -1774,       7,       0,       0,       0,       0,   -1690,   -2117,      73,     500,  100.0,   79.6,   86.8,    0.0,   17.2,    0.0,    0.0,    1.2,   10.4,    0.0,    0.0,    0.0,    0.0,   98.0,   97.2,    2.0,    2.8,     30,     11,      9,      0,      6,      0,      0,.,.,      0,      0,      0,      0,     18,     12,    67.6,    72.9,    90.1,    91.1,    67.6,    72.9,    90.1,    91.1,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,13874C,CME ,00,138 ,   67742,   52558,   57550,       0,   11343,    2001,       0,    2596,    6841,       0,       0,       0,       0,   66497,   66392,    1245,    1350,    -610,     772,    -557,       0,    -679,     236,       0,     -73,    -296,       0,       0,       0,       0,      20,    -617,    -630,       7,  100.0,   77.6,   85.0,    0.0,   16.7,    3.0,    0.0,    3.8,   10.1,    0.0,    0.0,    0.0,    0.0,   98.2,   98.0,    1.8,    2.0,     33,     11,      9,      0,      6,.,      0,.,.,      0,      0,      0,      0,     19,     14,    66.0,    71.1,    88.6,    88.9,    66.0,    71.1,    88.6,    88.9,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,13874C,CME ,00,138 ,   68352,   51786,   58107,       0,   12022,    1765,       0,    2669,    7137,       0,       0,       0,       0,   66477,   67009,    1875,    1343,  -19054,   -7330,   -7165,   -6471,    -206,       0,       0,    -169,    -110,   -4551,       0,       0,       0,  -18727,  -18297,    -327,    -757,  100.0,   75.8,   85.0,    0.0,   17.6,    2.6,    0.0,    3.9,   10.4,    0.0,    0.0,    0.0,    0.0,   97.3,   98.0,    2.7,    2.0,     32,     10,     10,      0,      6,.,      0,.,.,      0,      0,      0,      0,     18,     14,    65.4,    70.5,    87.9,    88.0,    65.4,    70.5,    87.9,    88.0,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,13874C,CME ,00,138 ,   87406,   59116,   65272,    6471,   12228,    1765,       0,    2838,    7247,    4551,       0,       0,       0,   85204,   85306,    2202,    2100,    9113,   -2891,   -4025,    6471,    -279,    1765,       0,     972,    -303,    4551,       0,       0,       0,    8824,    8459,     289,     654,  100.0,   67.6,   74.7,    7.4,   14.0,    2.0,    0.0,    3.2,    8.3,    5.2,    0.0,    0.0,    0.0,   97.5,   97.6,    2.5,    2.4,     36,     11,     11,      5,      6,.,      0,.,      4,.,      0,      0,      0,     25,     19,    56.0,    61.4,    78.0,    82.9,    52.9,    59.0,    73.4,    75.6,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,13874C,CME ,00,138 ,   78293,   62007,   69297,       0,   12507,       0,       0,    1866,    7550,       0,       0,       0,       0,   76380,   76847,    1913,    1446,   -1662,   -1466,    -757,       0,    -510,   -1060,       0,     138,      78,       0,       0,       0,       0,   -1838,   -1739,     176,      77,  100.0,   79.2,   88.5,    0.0,   16.0,    0.0,    0.0,    2.4,    9.6,    0.0,    0.0,    0.0,    0.0,   97.6,   98.2,    2.4,    1.8,     36,     11,     11,      0,      7,      0,      0,.,      5,      0,      0,      0,      0,     20,     16,    62.5,    70.7,    85.8,    89.1,    62.5,    70.7,    85.8,    89.1,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260303,2026-03-03,13874C,CME ,00,138 ,   79955,   63473,   70054,       0,   13017,    1060,       0,    1728,    7472,       0,       0,       0,       0,   78218,   78586,    1737,    1369,   -1644,    -197,   -1487,       0,   -1327,       0,       0,     289,    1051,       0,    -480,       0,       0,   -1715,    -436,      71,   -1208,  100.0,   79.4,   87.6,    0.0,   16.3,    1.3,    0.0,    2.2,    9.3,    0.0,    0.0,    0.0,    0.0,   97.8,   98.3,    2.2,    1.7,     37,     11,     11,      0,      7,.,      0,.,      5,      0,      0,      0,      0,     20,     17,    62.1,    69.2,    85.9,    88.1,    62.1,    69.2,    85.9,    88.1,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260224,2026-02-24,13874C,CME ,00,138 ,   81599,   63670,   71541,       0,   14344,    1060,       0,    1439,    6421,       0,     480,       0,       0,   79933,   79022,    1666,    2577,    1509,    1445,      40,       0,    -137,    -527,       0,     359,     222,       0,       0,       0,       0,    1667,    -265,    -158,    1774,  100.0,   78.0,   87.7,    0.0,   17.6,    1.3,    0.0,    1.8,    7.9,    0.0,    0.6,    0.0,    0.0,   98.0,   96.8,    2.0,    3.2,     38,     11,     11,      0,      8,.,      0,.,      4,      0,.,      0,      0,     22,     16,    61.2,    67.8,    84.3,    88.1,    61.2,    67.8,    84.3,    88.1,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260217,2026-02-17,13874C,CME ,00,138 ,   80090,   62225,   71501,       0,   14481,    1587,       0,    1080,    6199,       0,     480,       0,       0,   78266,   79287,    1824,     803,   -2290,     333,   -2231,       0,   -2402,     -22,       0,     251,    -120,       0,       0,       0,       0,   -1818,   -2373,    -472,      83,  100.0,   77.7,   89.3,    0.0,   18.1,    2.0,    0.0,    1.3,    7.7,    0.0,    0.6,    0.0,    0.0,   97.7,   99.0,    2.3,    1.0,     40,     11,     11,      0,      8,.,      0,.,      4,      0,.,      0,      0,     22,     18,    62.4,    69.1,    85.4,    89.7,    62.4,    69.1,    85.4,    89.7,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260210,2026-02-10,13874C,CME ,00,138 ,   82380,   61892,   73732,       0,   16883,    1609,       0,     829,    6319,       0,     480,       0,       0,   80084,   81660,    2296,     720,     419,    -329,     457,       0,     454,     -34,       0,     213,     166,       0,       0,       0,       0,     338,     589,      81,    -170,  100.0,   75.1,   89.5,    0.0,   20.5,    2.0,    0.0,    1.0,    7.7,    0.0,    0.6,    0.0,    0.0,   97.2,   99.1,    2.8,    0.9,     41,     11,     11,      0,      9,.,      0,.,      4,      0,.,      0,      0,     23,     18,    60.3,    67.1,    83.3,    89.7,    60.3,    67.1,    83.3,    89.7,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260203,2026-02-03,13874C,CME ,00,138 ,   81961,   62221,   73275,       0,   16429,    1643,       0,     616,    6153,       0,     480,       0,       0,   79746,   81071,    2215,     890,     668,    1256,     472,       0,    -461,      69,       0,    -387,    -129,       0,       0,       0,       0,     408,     412,     260,     256,  100.0,   75.9,   89.4,    0.0,   20.0,    2.0,    0.0,    0.8,    7.5,    0.0,    0.6,    0.0,    0.0,   97.3,   98.9,    2.7,    1.1,     41,     12,     11,      0,      9,.,      0,.,      4,      0,.,      0,      0,     23,     18,    60.7,    66.9,    83.9,    89.5,    60.7,    66.9,    83.9,    89.5,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260127,2026-01-27,13874C,CME ,00,138 ,   81293,   60965,   72803,       0,   16890,    1574,       0,    1003,    6282,       0,     480,       0,       0,   79338,   80659,    1955,     634,     574,    -262,     415,       0,     778,     167,       0,     169,     251,       0,       0,       0,       0,     685,     833,    -111,    -259,  100.0,   75.0,   89.6,    0.0,   20.8,    1.9,    0.0,    1.2,    7.7,    0.0,    0.6,    0.0,    0.0,   97.6,   99.2,    2.4,    0.8,     44,     11,     11,      0,     11,.,      0,.,      5,      0,.,      0,      0,     25,     19,    60.7,    67.4,    83.8,    90.0,    60.7,    67.4,    83.8,    90.0,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260120,2026-01-20,13874C,CME ,00,138 ,   80719,   61227,   72388,       0,   16112,    1407,       0,     834,    6031,       0,     480,       0,       0,   78653,   79826,    2066,     893,   -1185,     154,   -1258,       0,   -1234,       0,       0,      55,    -155,       0,       0,       0,       0,   -1025,   -1413,    -160,     228,  100.0,   75.9,   89.7,    0.0,   20.0,    1.7,    0.0,    1.0,    7.5,    0.0,    0.6,    0.0,    0.0,   97.4,   98.9,    2.6,    1.1,     44,     11,     12,      0,     12,.,      0,.,      4,      0,.,      0,      0,     26,     18,    61.1,    67.9,    83.4,    89.6,    61.1,    67.9,    83.4,    89.6,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260113,2026-01-13,13874C,CME ,00,138 ,   81904,   61073,   73646,       0,   17346,    1407,       0,     779,    6186,       0,     480,       0,       0,   79678,   81239,    2226,     665,   -1388,     121,   -1518,       0,   -1146,      49,       0,    -251,     214,       0,       0,       0,       0,   -1276,   -1255,    -112,    -133,  100.0,   74.6,   89.9,    0.0,   21.2,    1.7,    0.0,    1.0,    7.6,    0.0,    0.6,    0.0,    0.0,   97.3,   99.2,    2.7,    0.8,     43,     11,     12,      0,     11,.,      0,.,      4,      0,.,      0,      0,     25,     18,    60.1,    66.7,    83.7,    89.9,    60.1,    66.7,    83.7,    89.9,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",260106,2026-01-06,13874C,CME ,00,138 ,   83292,   60952,   75164,       0,   18492,    1358,       0,    1030,    5972,       0,     480,       0,       0,   80954,   82494,    2338,     798,     207,    -583,      96,       0,     582,    -602,       0,     251,     398,       0,       0,       0,       0,     250,    -108,     -43,     315,  100.0,   73.2,   90.2,    0.0,   22.2,    1.6,    0.0,    1.2,    7.2,    0.0,    0.6,    0.0,    0.0,   97.2,   99.0,    2.8,    1.0,     44,     11,     12,      0,     11,.,      0,.,      4,      0,.,      0,      0,     26,     18,    59.3,    66.6,    84.2,    90.2,    59.3,    66.6,    84.2,    90.2,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260505,2026-05-05,13874E,CME ,00,138 ,   19384,    6584,   17454,       0,    8461,       0,       0,     889,    1091,       0,       0,       0,       0,   15934,   18545,    3450,     839,    1646,     634,    2084,       0,     685,       0,       0,       0,      76,       0,       0,       0,       0,    1319,    2160,     327,    -514,  100.0,   34.0,   90.0,    0.0,   43.6,    0.0,    0.0,    4.6,    5.6,    0.0,    0.0,    0.0,    0.0,   82.2,   95.7,   17.8,    4.3,     28,      6,      6,      0,     11,      0,      0,.,.,      0,      0,      0,      0,     19,      9,    47.0,    87.7,    61.2,    94.6,    47.0,    87.7,    61.2,    94.6,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260428,2026-04-28,13874E,CME ,00,138 ,   17738,    5950,   15370,       0,    7776,       0,       0,     889,    1015,       0,       0,       0,       0,   14615,   16385,    3123,    1353,    -404,     718,   -1004,       0,   -1084,       0,       0,       0,     144,       0,       0,       0,       0,    -366,    -860,     -38,     456,  100.0,   33.5,   86.7,    0.0,   43.8,    0.0,    0.0,    5.0,    5.7,    0.0,    0.0,    0.0,    0.0,   82.4,   92.4,   17.6,    7.6,     25,      6,      4,      0,     11,      0,      0,.,.,      0,      0,      0,      0,     19,      6,    49.3,    88.5,    62.6,    92.4,    49.3,    88.5,    62.6,    92.4,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260421,2026-04-21,13874E,CME ,00,138 ,   18142,    5232,   16374,       0,    8860,       0,       0,     889,     871,       0,       0,       0,       0,   14981,   17245,    3161,     897,     319,     350,     293,       0,      77,       0,       0,       1,     215,       0,       0,       0,       0,     428,     508,    -109,    -189,  100.0,   28.8,   90.3,    0.0,   48.8,    0.0,    0.0,    4.9,    4.8,    0.0,    0.0,    0.0,    0.0,   82.6,   95.1,   17.4,    4.9,     27,      5,      7,      0,     11,      0,      0,.,.,      0,      0,      0,      0,     18,      9,    49.1,    86.3,    64.2,    93.9,    49.1,    86.3,    64.2,    93.9,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260414,2026-04-14,13874E,CME ,00,138 ,   17823,    4882,   16081,       0,    8783,       0,       0,     888,     656,       0,       0,       0,       0,   14553,   16737,    3270,    1086,       0,      42,     118,       0,    -100,       0,       0,      46,    -237,       0,       0,       0,       0,     -12,    -119,      12,     119,  100.0,   27.4,   90.2,    0.0,   49.3,    0.0,    0.0,    5.0,    3.7,    0.0,    0.0,    0.0,    0.0,   81.7,   93.9,   18.3,    6.1,     25,      4,      6,      0,     11,      0,      0,.,.,      0,      0,      0,      0,     17,      8,    49.3,    87.8,    64.5,    93.9,    49.3,    87.8,    64.5,    93.9,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260407,2026-04-07,13874E,CME ,00,138 ,   17823,    4840,   15963,       0,    8883,       0,       0,     842,     893,       0,       0,       0,       0,   14565,   16856,    3258,     967,     195,     390,     396,       0,    -820,       0,       0,       0,     -27,       0,       0,       0,       0,    -430,     369,     625,    -174,  100.0,   27.2,   89.6,    0.0,   49.8,    0.0,    0.0,    4.7,    5.0,    0.0,    0.0,    0.0,    0.0,   81.7,   94.6,   18.3,    5.4,     27,      4,      7,      0,     12,      0,      0,.,.,      0,      0,      0,      0,     18,      9,    49.1,    82.0,    64.1,    92.8,    49.1,    82.0,    64.1,    92.8,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260331,2026-03-31,13874E,CME ,00,138 ,   17628,    4450,   15567,       0,    9703,       0,       0,     842,     920,       0,       0,       0,       0,   14995,   16487,    2633,    1141,     -24,     421,      67,    -119,    -279,       0,       0,       0,    -417,       0,       0,       0,       0,      23,    -469,     -47,     445,  100.0,   25.2,   88.3,    0.0,   55.0,    0.0,    0.0,    4.8,    5.2,    0.0,    0.0,    0.0,    0.0,   85.1,   93.5,   14.9,    6.5,     28,      4,      6,      0,     14,      0,      0,.,.,      0,      0,      0,      0,     20,      8,    49.4,    82.4,    62.6,    93.5,    49.4,    82.4,    62.6,    93.5,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260324,2026-03-24,13874E,CME ,00,138 ,   17652,    4029,   15500,     119,    9982,       0,       0,     842,    1337,       0,       0,       0,       0,   14972,   16956,    2680,     696,  -11506,    -907,    -315,   -9242,     -52,       0,       0,     -11,   -1522,    -571,       0,       0,       0,  -10783,  -11650,    -723,     144,  100.0,   22.8,   87.8,    0.7,   56.5,    0.0,    0.0,    4.8,    7.6,    0.0,    0.0,    0.0,    0.0,   84.8,   96.1,   15.2,    3.9,     31,      6,      6,.,     14,      0,      0,.,.,      0,      0,      0,      0,     22,     10,    43.7,    83.7,    58.1,    94.2,    43.7,    83.7,    58.1,    94.2,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260317,2026-03-17,13874E,CME ,00,138 ,   29158,    4936,   15815,    9361,   10034,       0,       0,     853,    2859,     571,       0,       0,       0,   25755,   28606,    3403,     552,   10275,    -155,     296,    9342,     261,       0,       0,     -46,     168,     571,       0,       0,       0,    9973,   10377,     302,    -102,  100.0,   16.9,   54.2,   32.1,   34.4,    0.0,    0.0,    2.9,    9.8,    2.0,    0.0,    0.0,    0.0,   88.3,   98.1,   11.7,    1.9,     32,      6,      7,      6,     14,      0,      0,.,.,.,      0,      0,      0,     25,     15,    51.8,    61.1,    65.4,    87.3,    32.2,    41.6,    40.1,    62.3,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",260310,2026-03-10,13874E,CME ,00,138 ,   18883,    5091,   15519,      19,    9773,       0,       0,     899,    2691,       0,       0,       0,       0,   15782,   18229,    3101,     654,    -667,    -387,    -516,     -11,     511,       0,       0,     -56,       7,       0,       0,       0,       0,      57,    -520,    -724,    -147,  100.0,   27.0,   82.2,    0.1,   51.8,    0.0,    0.0,    4.8,   14.3,    0.0,    0.0,    0.0,    0.0,   83.6,   96.5,   16.4,    3.5,     30,      5,      7,.,     14,      0,      0,.,.,      0,      0,      0,      0,     21,     10,    50.5,    63.5,    63.0,    94.6,    50.5,    63.5,    63.0,    94.6,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","FutOnly"
